bundle_id,app_name,description,summary,genreid,content_rating,score,ratings_count,installs,developerid,developer,free,offers_iap,launch_date,days_since_released,months_since_launch,country_code,os_type,default,is_investments,is_crypto,is_finance,is_shopping,is_entertainment,is_social,is_education,is_utility,is_health,is_travel,is_news,is_food_drink,is_lending,is_quick_service,is_ride,is_gaming_action_game,is_real_money_card_and_casino_game,is_word_game,is_trivia_and_puzzle_game,is_strategy_game,is_sports_game,is_simulation_and_role_playing_game,is_racing_game,is_casual_game,is_board_game,is_arcade_game,score_45plus,score_40_45,score_30_40,score_below30,score_missing,installs_10m_plus,installs_1m_10m,installs_100k_1m,installs_below100k,installs_missing,apps_0_3months,apps_3_12months,apps_1_2years,apps_2plus_years,app_age_missing,is_free_app,is_paid_app,offers_iap_flag,no_iap_flag,rating_everyone,rating_teen,rating_mature,rating_everyone10plus,rating_rated3plus,rating_rated7plus,rating_rated12plus,rating_rated16plus,rating_rated18plus,rating_adults18plus,rating_missing,rating_other
447188370,Snapchat: Chat with friends,"Snapchat is a fast and fun way to share the moment with your friends and family 

SNAP
• Snapchat opens straight to the camera – just tap to take a photo or press and hold for video. 
• Express yourself with Lenses, Filters, Bitmoji and more! 
•Try out new Lenses created daily by the Snapchat community!

CHAT
• Stay in touch with friends through live messaging or share your day with Group Stories. 
• Video chat with up to 16 friends at once – you can even use Lenses and Filters when chatting! 
• Express yourself with Friendmoji – exclusive Bitmoji made just for you and a friend.

STORIES
• Watch friends’ Stories to see their day unfold. 
• See Stories from the Snapchat community that are based on your interests. 
• Discover breaking news and exclusive, original Shows.

SPOTLIGHT
• Spotlight showcases the best of Snapchat! 
• Submit your own Snaps or sit back, relax and watch. 
• Pick your favourites and share them with friends.

MAP 
• Share your location with your best friends or go off the grid with Ghost Mode. 
• See what your friends are up to on your most personal map when they share their location with you. 
• Explore live Stories from the community nearby or across the world!

MEMORIES
• Save unlimited photos and videos of all your favourite moments. 
• Edit and send old moments to friends or save them to your Camera Roll. 
• Create Stories from your favourite Memories to share with friends and family.

FRIENDSHIP PROFILE
• Every friendship has its own special profile so that you can see the moments you’ve saved together. 
• Discover new things you have in common with Charms – see how long you’ve been friends, your astrological compatibility, your Bitmoji fashion sense and more! 
• Friendship Profiles are just between you and a friend, so you can bond over what makes your friendship special.

Happy Snapping!

Please note: Snapchatters can always capture or save your messages by taking a screenshot, using a camera or in other ways. Be mindful of what you Snap!

For a full description of our privacy practices, please go to our Privacy Centre.","Snapchat is a fast and fun way to share the moment with your friends and family 

SNAP
• Snapchat op...",6008,12+,4.69039,1467470,,446889612,"Snap, Inc.",True,,2011-07-13T23:51:40Z,5497,183.23333333333332,IND,IOS,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
